"sample","campaignid","direction","broad.ascidians","broad.black.octocorals","broad.bryozoa","broad.consolidated","broad.hydroids","broad.invertebrate.complex","broad.macroalgae","broad.matrix","broad.octocoral.black","broad.seagrasses","broad.sponges","broad.stony.corals","broad.unconsolidated","broad.total.points.annotated","latitude","longitude","date","site","location","successful.count"
"8","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,11,0,0,9,20,-33.5684,115.3783,"20210304",NA,"Geographe",""
"8","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,13,0,0,7,20,-33.5684,115.3783,"20210304",NA,"Geographe",""
"8","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,11,0,0,9,20,-33.5684,115.3783,"20210304",NA,"Geographe",""
"8","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,17,0,0,3,20,-33.5684,115.3783,"20210304",NA,"Geographe",""
"8","2021-03_West-Coast_BOSS","E",0,0,0,2,0,0,13,0,0,0,0,0,4,19,-34.0554,114.851,"20210309",NA,"South-west Corner","Yes"
"8","2021-03_West-Coast_BOSS","N",0,0,0,1,0,0,14,0,0,0,0,0,5,20,-34.0554,114.851,"20210309",NA,"South-west Corner","Yes"
"8","2021-03_West-Coast_BOSS","S",0,0,0,7,0,0,6,0,0,1,0,0,6,20,-34.0554,114.851,"20210309",NA,"South-west Corner","Yes"
"8","2021-03_West-Coast_BOSS","W",0,0,0,1,0,0,4,0,0,8,6,0,1,20,-34.0554,114.851,"20210309",NA,"South-west Corner","Yes"
"80","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,16,0,0,3,19,-33.5815,115.2295,"20210303",NA,"Geographe",""
"80","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,2,0,0,7,0,0,11,20,-33.5815,115.2295,"20210303",NA,"Geographe",""
"80","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,7,0,0,12,20,-33.5815,115.2295,"20210303",NA,"Geographe",""
"80","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,6,0,0,13,20,-33.5815,115.2295,"20210303",NA,"Geographe",""
"80","2021-03_West-Coast_BOSS","E",0,0,0,7,0,0,12,0,0,0,0,0,1,20,-34.1034,114.832,"20210309",NA,"South-west Corner","Yes"
"80","2021-03_West-Coast_BOSS","N",0,0,0,8,0,0,10,0,0,2,0,0,0,20,-34.1034,114.832,"20210309",NA,"South-west Corner","Yes"
"80","2021-03_West-Coast_BOSS","S",0,0,0,5,0,0,14,0,0,0,1,0,0,20,-34.1034,114.832,"20210309",NA,"South-west Corner","Yes"
"80","2021-03_West-Coast_BOSS","W",0,0,0,4,0,0,15,0,0,0,0,0,1,20,-34.1034,114.832,"20210309",NA,"South-west Corner","Yes"
"81","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,1,0,0,10,0,0,9,20,-33.574,115.2101,"20210302",NA,"Geographe","Y"
"81","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,1,0,0,14,0,0,5,20,-33.574,115.2101,"20210302",NA,"Geographe","Y"
"81","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,3,0,0,3,0,0,14,20,-33.574,115.2101,"20210302",NA,"Geographe","Y"
"81","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,3,0,0,9,0,0,6,18,-33.574,115.2101,"20210302",NA,"Geographe","Y"
"81","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,0,0,0,0,1,0,19,20,-34.0726,114.775,"20210311",NA,"South-west Corner","Yes"
"81","2021-03_West-Coast_BOSS","N",0,0,0,0,1,4,1,0,0,0,9,0,5,20,-34.0726,114.775,"20210311",NA,"South-west Corner","Yes"
"81","2021-03_West-Coast_BOSS","S",0,0,0,0,0,7,0,0,0,0,6,0,6,19,-34.0726,114.775,"20210311",NA,"South-west Corner","Yes"
"81","2021-03_West-Coast_BOSS","W",0,1,0,1,0,0,5,0,1,0,2,0,11,20,-34.0726,114.775,"20210311",NA,"South-west Corner","Yes"
"82","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5525,115.2279,"20210303",NA,"Geographe","Y"
"82","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5525,115.2279,"20210303",NA,"Geographe","Y"
"82","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,2,0,0,17,20,-33.5525,115.2279,"20210303",NA,"Geographe","Y"
"82","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5525,115.2279,"20210303",NA,"Geographe","Y"
"82","2021-03_West-Coast_BOSS","E",1,0,0,0,2,0,0,0,0,0,0,0,17,20,-34.0964,114.759,"20210310",NA,"South-west Corner","Yes"
"82","2021-03_West-Coast_BOSS","N",0,0,0,1,0,3,0,0,0,0,1,0,13,18,-34.0964,114.759,"20210310",NA,"South-west Corner","Yes"
"82","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0964,114.759,"20210310",NA,"South-west Corner","Yes"
"82","2021-03_West-Coast_BOSS","W",0,0,0,0,0,3,0,0,0,0,4,0,8,15,-34.0964,114.759,"20210310",NA,"South-west Corner","Yes"
"83","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,6,0,0,10,0,0,3,19,-33.5884,115.2055,"20210302",NA,"Geographe","Y"
"83","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,3,0,0,16,0,0,0,19,-33.5884,115.2055,"20210302",NA,"Geographe","Y"
"83","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,4,0,0,14,0,0,2,20,-33.5884,115.2055,"20210302",NA,"Geographe","Y"
"83","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5884,115.2055,"20210302",NA,"Geographe","Y"
"83","2021-03_West-Coast_BOSS","E",0,0,0,12,0,0,4,0,0,0,0,0,3,19,-34.1341,114.838,"20210309",NA,"South-west Corner","Yes"
"83","2021-03_West-Coast_BOSS","N",0,0,0,5,0,0,12,0,0,1,0,0,2,20,-34.1341,114.838,"20210309",NA,"South-west Corner","Yes"
"83","2021-03_West-Coast_BOSS","S",0,0,0,9,0,0,9,0,0,0,0,0,1,19,-34.1341,114.838,"20210309",NA,"South-west Corner","Yes"
"83","2021-03_West-Coast_BOSS","W",0,0,0,10,0,0,6,0,0,0,0,0,2,18,-34.1341,114.838,"20210309",NA,"South-west Corner","Yes"
"84","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,11,0,0,9,20,-33.6009,115.2313,"20210302",NA,"Geographe","Y"
"84","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.6009,115.2313,"20210302",NA,"Geographe","Y"
"84","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,18,0,0,2,20,-33.6009,115.2313,"20210302",NA,"Geographe","Y"
"84","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,8,0,0,12,20,-33.6009,115.2313,"20210302",NA,"Geographe","Y"
"84","2021-03_West-Coast_BOSS","E",0,0,0,12,0,1,0,0,0,0,5,0,0,18,-34.1034,114.78,"20210310",NA,"South-west Corner","Yes"
"84","2021-03_West-Coast_BOSS","N",0,0,0,18,0,0,0,0,0,0,2,0,0,20,-34.1034,114.78,"20210310",NA,"South-west Corner","Yes"
"84","2021-03_West-Coast_BOSS","S",0,0,0,11,0,1,1,0,0,0,4,0,3,20,-34.1034,114.78,"20210310",NA,"South-west Corner","Yes"
"84","2021-03_West-Coast_BOSS","W",0,0,0,9,0,2,0,0,0,0,5,0,0,16,-34.1034,114.78,"20210310",NA,"South-west Corner","Yes"
"85","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,3,0,0,15,0,0,2,20,-33.5787,115.2004,"20210302",NA,"Geographe","Y"
"85","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,1,0,0,19,0,0,0,20,-33.5787,115.2004,"20210302",NA,"Geographe","Y"
"85","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,2,0,0,11,0,0,7,20,-33.5787,115.2004,"20210302",NA,"Geographe","Y"
"85","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,3,0,0,8,0,0,6,17,-33.5787,115.2004,"20210302",NA,"Geographe","Y"
"85","2021-03_West-Coast_BOSS","E",0,0,0,2,0,0,0,0,0,0,3,0,7,12,-34.0701,114.767,"20210311",NA,"South-west Corner","Yes"
"85","2021-03_West-Coast_BOSS","N",0,1,0,1,0,3,0,0,1,0,14,0,0,19,-34.0701,114.767,"20210311",NA,"South-west Corner","Yes"
"85","2021-03_West-Coast_BOSS","S",0,0,0,2,0,6,0,0,0,0,3,0,8,19,-34.0701,114.767,"20210311",NA,"South-west Corner","Yes"
"85","2021-03_West-Coast_BOSS","W",0,0,0,3,0,4,0,0,0,0,2,0,11,20,-34.0701,114.767,"20210311",NA,"South-west Corner","Yes"
"86","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,1,0,0,19,0,0,0,20,-33.5933,115.2087,"20210302",NA,"Geographe","Y"
"86","2021-03_Geographe_BOSS","N",0,0,0,1,0,0,6,0,0,13,0,0,0,20,-33.5933,115.2087,"20210302",NA,"Geographe","Y"
"86","2021-03_Geographe_BOSS","S",0,0,0,7,0,0,3,0,0,9,1,0,0,20,-33.5933,115.2087,"20210302",NA,"Geographe","Y"
"86","2021-03_Geographe_BOSS","W",0,0,0,10,0,0,7,0,0,2,0,1,0,20,-33.5933,115.2087,"20210302",NA,"Geographe","Y"
"86","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,12,0,0,4,0,0,0,16,-34.0774,114.865,"20210309",NA,"South-west Corner","Yes"
"86","2021-03_West-Coast_BOSS","N",0,0,0,5,0,0,12,0,0,1,0,0,1,19,-34.0774,114.865,"20210309",NA,"South-west Corner","Yes"
"86","2021-03_West-Coast_BOSS","S",0,0,0,1,0,0,16,0,0,2,0,0,0,19,-34.0774,114.865,"20210309",NA,"South-west Corner","Yes"
"86","2021-03_West-Coast_BOSS","W",0,0,0,9,0,0,5,0,0,0,0,0,5,19,-34.0774,114.865,"20210309",NA,"South-west Corner","Yes"
"87","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,2,0,0,10,0,0,8,20,-33.5497,115.2053,"20210303",NA,"Geographe","Y"
"87","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,7,0,0,7,0,0,6,20,-33.5497,115.2053,"20210303",NA,"Geographe","Y"
"87","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,2,0,0,8,0,0,10,20,-33.5497,115.2053,"20210303",NA,"Geographe","Y"
"87","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,3,0,0,11,0,0,6,20,-33.5497,115.2053,"20210303",NA,"Geographe","Y"
"87","2021-03_West-Coast_BOSS","E",0,0,0,4,0,0,7,0,0,0,8,0,0,19,-34.1259,114.805,"20210311",NA,"South-west Corner","Yes"
"87","2021-03_West-Coast_BOSS","N",0,0,0,6,0,0,8,0,0,0,4,0,2,20,-34.1259,114.805,"20210311",NA,"South-west Corner","Yes"
"87","2021-03_West-Coast_BOSS","S",0,0,0,8,0,0,3,0,0,0,9,0,0,20,-34.1259,114.805,"20210311",NA,"South-west Corner","Yes"
"87","2021-03_West-Coast_BOSS","W",0,0,0,8,0,0,1,0,0,0,9,0,0,18,-34.1259,114.805,"20210311",NA,"South-west Corner","Yes"
"88","2021-03_Geographe_BOSS","E",0,0,0,0,0,4,1,0,0,7,0,0,8,20,-33.5862,115.2217,"20210302",NA,"Geographe","Y"
"88","2021-03_Geographe_BOSS","N",0,0,0,2,0,0,4,0,0,2,0,0,11,19,-33.5862,115.2217,"20210302",NA,"Geographe","Y"
"88","2021-03_Geographe_BOSS","S",0,0,0,0,0,1,2,0,0,3,0,0,14,20,-33.5862,115.2217,"20210302",NA,"Geographe","Y"
"88","2021-03_Geographe_BOSS","W",0,0,0,0,0,1,1,0,0,10,0,0,8,20,-33.5862,115.2217,"20210302",NA,"Geographe","Y"
"88","2021-03_West-Coast_BOSS","E",0,0,0,8,0,0,10,0,0,1,1,0,0,20,-34.1351,114.827,"20210309",NA,"South-west Corner","Yes"
"88","2021-03_West-Coast_BOSS","N",0,0,0,1,0,0,7,0,0,9,1,0,0,18,-34.1351,114.827,"20210309",NA,"South-west Corner","Yes"
"88","2021-03_West-Coast_BOSS","S",0,0,0,7,0,0,10,0,0,0,3,0,0,20,-34.1351,114.827,"20210309",NA,"South-west Corner","Yes"
"88","2021-03_West-Coast_BOSS","W",0,0,0,2,0,0,11,0,0,5,2,0,0,20,-34.1351,114.827,"20210309",NA,"South-west Corner","Yes"
"89","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,17,1,0,2,20,-33.5644,115.2136,"20210302",NA,"Geographe","Y"
"89","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,16,1,0,3,20,-33.5644,115.2136,"20210302",NA,"Geographe","Y"
"89","2021-03_Geographe_BOSS","S",0,0,0,6,0,0,5,0,0,2,0,0,7,20,-33.5644,115.2136,"20210302",NA,"Geographe","Y"
"89","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,4,0,0,13,0,0,3,20,-33.5644,115.2136,"20210302",NA,"Geographe","Y"
"89","2021-03_West-Coast_BOSS","E",0,0,0,3,0,0,0,0,0,0,1,0,16,20,-34.0945,114.775,"20210310",NA,"South-west Corner","Yes"
"89","2021-03_West-Coast_BOSS","N",0,0,0,11,0,0,3,0,0,0,0,0,6,20,-34.0945,114.775,"20210310",NA,"South-west Corner","Yes"
"89","2021-03_West-Coast_BOSS","S",0,0,0,7,0,0,0,0,0,0,0,0,13,20,-34.0945,114.775,"20210310",NA,"South-west Corner","Yes"
"89","2021-03_West-Coast_BOSS","W",0,0,0,6,0,0,4,0,0,0,1,0,8,19,-34.0945,114.775,"20210310",NA,"South-west Corner","Yes"
"9","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,19,0,0,0,19,-33.5628,115.3888,"20210304",NA,"Geographe",""
"9","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,1,0,0,17,0,0,2,20,-33.5628,115.3888,"20210304",NA,"Geographe",""
"9","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,9,0,0,9,0,0,2,20,-33.5628,115.3888,"20210304",NA,"Geographe",""
"9","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,6,0,0,0,0,0,14,20,-33.5628,115.3888,"20210304",NA,"Geographe",""
"9","2021-03_West-Coast_BOSS","E",0,0,0,2,0,0,11,0,0,5,0,0,0,18,-34.1175,114.813,"20210311",NA,"South-west Corner","Yes"
"9","2021-03_West-Coast_BOSS","N",0,0,0,2,0,0,9,0,0,6,1,0,0,18,-34.1175,114.813,"20210311",NA,"South-west Corner","Yes"
"9","2021-03_West-Coast_BOSS","S",0,0,0,2,0,0,9,0,0,1,8,0,0,20,-34.1175,114.813,"20210311",NA,"South-west Corner","Yes"
"9","2021-03_West-Coast_BOSS","W",0,0,0,10,0,0,7,0,0,0,3,0,0,20,-34.1175,114.813,"20210311",NA,"South-west Corner","Yes"
"90","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,2,0,0,18,20,-33.5765,115.2198,"20210302",NA,"Geographe","Y"
"90","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,1,0,0,19,20,-33.5765,115.2198,"20210302",NA,"Geographe","Y"
"90","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.5765,115.2198,"20210302",NA,"Geographe","Y"
"90","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5765,115.2198,"20210302",NA,"Geographe","Y"
"90","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,0,0,0,0,1,0,19,20,-34.1003,114.731,"20210310",NA,"South-west Corner","Yes"
"90","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1003,114.731,"20210310",NA,"South-west Corner","Yes"
"90","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1003,114.731,"20210310",NA,"South-west Corner","Yes"
"90","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1003,114.731,"20210310",NA,"South-west Corner","Yes"
"91","2021-03_Geographe_BOSS","E",0,0,0,1,0,0,0,0,0,0,0,0,18,19,-33.5547,115.2116,"20210302",NA,"Geographe","Y"
"91","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5547,115.2116,"20210302",NA,"Geographe","Y"
"91","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,21,21,-33.5547,115.2116,"20210302",NA,"Geographe","Y"
"91","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,1,0,0,19,20,-33.5547,115.2116,"20210302",NA,"Geographe","Y"
"91","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,14,0,0,0,0,0,2,16,-34.0807,114.928,"20210308",NA,"South-west Corner","Yes"
"91","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,18,0,0,0,0,0,1,19,-34.0807,114.928,"20210308",NA,"South-west Corner","Yes"
"91","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,19,0,0,0,0,0,1,20,-34.0807,114.928,"20210308",NA,"South-west Corner","Yes"
"91","2021-03_West-Coast_BOSS","W",0,0,0,1,0,0,15,0,0,0,0,0,4,20,-34.0807,114.928,"20210308",NA,"South-west Corner","Yes"
"92","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5912,115.2282,"20210303",NA,"Geographe",""
"92","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,19,19,-33.5912,115.2282,"20210303",NA,"Geographe",""
"92","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.5912,115.2282,"20210303",NA,"Geographe",""
"92","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5912,115.2282,"20210303",NA,"Geographe",""
"92","2021-03_West-Coast_BOSS","E",0,0,0,3,0,0,5,0,0,8,4,0,0,20,-34.101,114.918,"20210308",NA,"South-west Corner","Yes"
"92","2021-03_West-Coast_BOSS","N",0,0,0,7,0,0,3,0,0,8,1,0,1,20,-34.101,114.918,"20210308",NA,"South-west Corner","Yes"
"92","2021-03_West-Coast_BOSS","S",0,0,0,2,0,0,4,0,0,10,4,0,0,20,-34.101,114.918,"20210308",NA,"South-west Corner","Yes"
"92","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,5,0,0,1,8,0,6,20,-34.101,114.918,"20210308",NA,"South-west Corner","Yes"
"93","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,13,0,0,7,20,-33.5837,115.2153,"20210302",NA,"Geographe","Y"
"93","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,17,0,0,2,19,-33.5837,115.2153,"20210302",NA,"Geographe","Y"
"93","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,10,0,0,10,20,-33.5837,115.2153,"20210302",NA,"Geographe","Y"
"93","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,1,0,0,18,20,-33.5837,115.2153,"20210302",NA,"Geographe","Y"
"93","2021-03_West-Coast_BOSS","E",0,0,0,7,0,0,7,0,0,0,0,0,6,20,-34.1196,114.845,"20210309",NA,"South-west Corner","Yes"
"93","2021-03_West-Coast_BOSS","N",0,0,0,3,0,0,13,0,0,0,0,0,4,20,-34.1196,114.845,"20210309",NA,"South-west Corner","Yes"
"93","2021-03_West-Coast_BOSS","S",0,0,0,9,0,0,4,0,0,0,0,0,6,19,-34.1196,114.845,"20210309",NA,"South-west Corner","Yes"
"93","2021-03_West-Coast_BOSS","W",0,0,0,7,0,0,9,0,0,0,0,0,3,19,-34.1196,114.845,"20210309",NA,"South-west Corner","Yes"
"94","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5622,115.2331,"20210302",NA,"Geographe","Y"
"94","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,5,0,0,15,0,0,0,20,-33.5622,115.2331,"20210302",NA,"Geographe","Y"
"94","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,13,0,0,6,0,0,1,20,-33.5622,115.2331,"20210302",NA,"Geographe","Y"
"94","2021-03_Geographe_BOSS","W",0,0,0,6,0,0,1,0,0,12,1,0,0,20,-33.5622,115.2331,"20210302",NA,"Geographe","Y"
"94","2021-03_West-Coast_BOSS","E",0,0,0,5,0,0,1,0,0,0,0,0,13,19,-34.0889,114.787,"20210310",NA,"South-west Corner","Yes"
"94","2021-03_West-Coast_BOSS","N",0,0,0,1,0,0,7,0,0,0,0,0,12,20,-34.0889,114.787,"20210310",NA,"South-west Corner","Yes"
"94","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0889,114.787,"20210310",NA,"South-west Corner","Yes"
"94","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0889,114.787,"20210310",NA,"South-west Corner","Yes"
"95","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.54,115.2006,"20210303",NA,"Geographe","Y"
"95","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.54,115.2006,"20210303",NA,"Geographe","Y"
"95","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.54,115.2006,"20210303",NA,"Geographe","Y"
"95","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.54,115.2006,"20210303",NA,"Geographe","Y"
"95","2021-03_West-Coast_BOSS","E",0,0,0,1,0,0,10,0,0,0,0,0,6,17,-34.1229,114.91,"20210308",NA,"South-west Corner","Yes"
"95","2021-03_West-Coast_BOSS","N",0,0,0,3,0,0,15,0,0,2,0,0,0,20,-34.1229,114.91,"20210308",NA,"South-west Corner","Yes"
"95","2021-03_West-Coast_BOSS","S",0,0,0,1,0,0,10,0,0,1,0,0,6,18,-34.1229,114.91,"20210308",NA,"South-west Corner","Yes"
"95","2021-03_West-Coast_BOSS","W",0,0,0,4,0,0,5,0,0,4,7,0,0,20,-34.1229,114.91,"20210308",NA,"South-west Corner","Yes"
"96","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,19,19,-33.5589,115.2261,"20210302",NA,"Geographe","Y"
"96","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5589,115.2261,"20210302",NA,"Geographe","Y"
"96","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.5589,115.2261,"20210302",NA,"Geographe","Y"
"96","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,19,19,-33.5589,115.2261,"20210302",NA,"Geographe","Y"
"96","2021-03_West-Coast_BOSS","E",0,0,0,2,0,0,7,0,0,0,1,0,10,20,-34.0975,114.776,"20210310",NA,"South-west Corner","Yes"
"96","2021-03_West-Coast_BOSS","N",0,1,0,5,0,0,7,0,1,0,0,0,6,19,-34.0975,114.776,"20210310",NA,"South-west Corner","Yes"
"96","2021-03_West-Coast_BOSS","S",0,0,0,6,3,0,1,0,0,0,1,0,9,20,-34.0975,114.776,"20210310",NA,"South-west Corner","Yes"
"96","2021-03_West-Coast_BOSS","W",0,0,0,13,0,0,0,0,0,0,1,0,5,19,-34.0975,114.776,"20210310",NA,"South-west Corner","Yes"
"97","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,3,0,0,3,0,0,14,20,-33.5949,115.2038,"20210302",NA,"Geographe","Y"
"97","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,4,0,0,9,0,0,6,19,-33.5949,115.2038,"20210302",NA,"Geographe","Y"
"97","2021-03_Geographe_BOSS","S",0,0,0,2,0,0,8,0,0,3,0,0,7,20,-33.5949,115.2038,"20210302",NA,"Geographe","Y"
"97","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,2,0,0,9,0,0,9,20,-33.5949,115.2038,"20210302",NA,"Geographe","Y"
"97","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,9,0,0,1,0,0,8,18,-34.0872,114.842,"20210309",NA,"South-west Corner","Yes"
"97","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,17,0,0,0,0,0,3,20,-34.0872,114.842,"20210309",NA,"South-west Corner","Yes"
"97","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,9,0,0,8,1,0,0,18,-34.0872,114.842,"20210309",NA,"South-west Corner","Yes"
"97","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,11,0,0,8,0,0,0,19,-34.0872,114.842,"20210309",NA,"South-west Corner","Yes"
"98","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,19,19,-33.5733,115.2215,"20210302",NA,"Geographe","Y"
"98","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.5733,115.2215,"20210302",NA,"Geographe","Y"
"98","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5733,115.2215,"20210302",NA,"Geographe","Y"
"98","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5733,115.2215,"20210302",NA,"Geographe","Y"
"98","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,14,0,0,5,0,0,0,19,-34.1139,114.856,"20210309",NA,"South-west Corner","Yes"
"98","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,15,0,0,4,0,0,0,19,-34.1139,114.856,"20210309",NA,"South-west Corner","Yes"
"98","2021-03_West-Coast_BOSS","S",0,0,0,4,0,0,15,0,0,1,0,0,0,20,-34.1139,114.856,"20210309",NA,"South-west Corner","Yes"
"98","2021-03_West-Coast_BOSS","W",0,0,0,3,0,0,14,0,0,2,1,0,0,20,-34.1139,114.856,"20210309",NA,"South-west Corner","Yes"
"99","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,1,0,0,1,0,0,18,20,-33.588,115.2299,"20210303",NA,"Geographe",""
"99","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.588,115.2299,"20210303",NA,"Geographe",""
"99","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,3,0,0,17,20,-33.588,115.2299,"20210303",NA,"Geographe",""
"99","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,1,0,0,18,20,-33.588,115.2299,"20210303",NA,"Geographe",""
"99","2021-03_West-Coast_BOSS","E",0,0,0,5,0,0,14,0,0,1,0,0,0,20,-34.0555,114.916,"20210308",NA,"South-west Corner","Yes"
"99","2021-03_West-Coast_BOSS","N",0,0,0,5,0,0,9,0,0,0,0,0,0,14,-34.0555,114.916,"20210308",NA,"South-west Corner","Yes"
"99","2021-03_West-Coast_BOSS","S",0,0,0,1,0,0,10,0,0,0,9,0,0,20,-34.0555,114.916,"20210308",NA,"South-west Corner","Yes"
"99","2021-03_West-Coast_BOSS","W",0,0,0,6,0,0,13,0,0,0,0,0,1,20,-34.0555,114.916,"20210308",NA,"South-west Corner","Yes"
